id,doc_name,page,chunk_id,chunk_text,question,answer,qa_type,difficulty,source_model,gen_meta
4c5fc359-994b-4876-9dc0-372f58c6c6d7,Emergency_Plan.pdf,1,p1_c0,高铁事故应急预案 1.现场应急组织。 现场应急领导小组由列车长任组长，乘警、机械师任副 组长，全面负责应急预案的启动实施，按职责分工下设三个 工作小组： 1.1 灭火组：由列车长任组长，列车员、餐服人员为组 员，负责灭火，控制火势，传递灭火器材。 1.2 救护组：由机械师任组长，随车乘服人员为组员， 负责疏散旅客、抢救伤员、抢救物资。 1.3 现场保护组：由乘警任组长，随车乘服人员为组员， 负责现场保护、稳定旅客，维持秩序、调查取证。 2.应急处置程序。 高铁组乘务人员发现火灾爆炸事故或接到火灾爆炸事 故报告、火警报警装置报警后，应在第一时间赶往事故地点， 查看现场并判明情况、立即启动应急处置预案，全体乘务人 员在列车长的指挥下采取果断正确的处置措施进行紧急处 置，并将情况向段派班室及车队汇报。 2.1 发生初始火灾的应急程序。,现场应急领导小组的副组长由谁担任？,乘警、机械师,role,medium,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
7a050621-b53a-405c-be97-5aaf96afc009,Emergency_Plan.pdf,1,p1_c0,高铁事故应急预案 1.现场应急组织。 现场应急领导小组由列车长任组长，乘警、机械师任副 组长，全面负责应急预案的启动实施，按职责分工下设三个 工作小组： 1.1 灭火组：由列车长任组长，列车员、餐服人员为组 员，负责灭火，控制火势，传递灭火器材。 1.2 救护组：由机械师任组长，随车乘服人员为组员， 负责疏散旅客、抢救伤员、抢救物资。 1.3 现场保护组：由乘警任组长，随车乘服人员为组员， 负责现场保护、稳定旅客，维持秩序、调查取证。 2.应急处置程序。 高铁组乘务人员发现火灾爆炸事故或接到火灾爆炸事 故报告、火警报警装置报警后，应在第一时间赶往事故地点， 查看现场并判明情况、立即启动应急处置预案，全体乘务人 员在列车长的指挥下采取果断正确的处置措施进行紧急处 置，并将情况向段派班室及车队汇报。 2.1 发生初始火灾的应急程序。,高铁乘务人员判明火灾爆炸情况后，应立即做什么？,立即启动应急处置预案,procedure,medium,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
4f31e1be-a8c7-447d-a528-21ab10b19c57,Emergency_Plan.pdf,1,p1_c0,高铁事故应急预案 1.现场应急组织。 现场应急领导小组由列车长任组长，乘警、机械师任副 组长，全面负责应急预案的启动实施，按职责分工下设三个 工作小组： 1.1 灭火组：由列车长任组长，列车员、餐服人员为组 员，负责灭火，控制火势，传递灭火器材。 1.2 救护组：由机械师任组长，随车乘服人员为组员， 负责疏散旅客、抢救伤员、抢救物资。 1.3 现场保护组：由乘警任组长，随车乘服人员为组员， 负责现场保护、稳定旅客，维持秩序、调查取证。 2.应急处置程序。 高铁组乘务人员发现火灾爆炸事故或接到火灾爆炸事 故报告、火警报警装置报警后，应在第一时间赶往事故地点， 查看现场并判明情况、立即启动应急处置预案，全体乘务人 员在列车长的指挥下采取果断正确的处置措施进行紧急处 置，并将情况向段派班室及车队汇报。 2.1 发生初始火灾的应急程序。,现场应急领导小组按职责分工下设了几个工作小组？,三个,fact,easy,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
c4dda432-2550-4299-9e93-c4d9c10a5188,Emergency_Plan.pdf,1,p1_c0,高铁事故应急预案 1.现场应急组织。 现场应急领导小组由列车长任组长，乘警、机械师任副 组长，全面负责应急预案的启动实施，按职责分工下设三个 工作小组： 1.1 灭火组：由列车长任组长，列车员、餐服人员为组 员，负责灭火，控制火势，传递灭火器材。 1.2 救护组：由机械师任组长，随车乘服人员为组员， 负责疏散旅客、抢救伤员、抢救物资。 1.3 现场保护组：由乘警任组长，随车乘服人员为组员， 负责现场保护、稳定旅客，维持秩序、调查取证。 2.应急处置程序。 高铁组乘务人员发现火灾爆炸事故或接到火灾爆炸事 故报告、火警报警装置报警后，应在第一时间赶往事故地点， 查看现场并判明情况、立即启动应急处置预案，全体乘务人 员在列车长的指挥下采取果断正确的处置措施进行紧急处 置，并将情况向段派班室及车队汇报。 2.1 发生初始火灾的应急程序。,高铁乘务人员需要将火灾爆炸事故情况向哪些单位汇报？,段派班室及车队,contact,medium,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
54ba6406-1270-4d94-bbaf-0b931fab8f3b,Emergency_Plan.pdf,1,p1_c0,高铁事故应急预案 1.现场应急组织。 现场应急领导小组由列车长任组长，乘警、机械师任副 组长，全面负责应急预案的启动实施，按职责分工下设三个 工作小组： 1.1 灭火组：由列车长任组长，列车员、餐服人员为组 员，负责灭火，控制火势，传递灭火器材。 1.2 救护组：由机械师任组长，随车乘服人员为组员， 负责疏散旅客、抢救伤员、抢救物资。 1.3 现场保护组：由乘警任组长，随车乘服人员为组员， 负责现场保护、稳定旅客，维持秩序、调查取证。 2.应急处置程序。 高铁组乘务人员发现火灾爆炸事故或接到火灾爆炸事 故报告、火警报警装置报警后，应在第一时间赶往事故地点， 查看现场并判明情况、立即启动应急处置预案，全体乘务人 员在列车长的指挥下采取果断正确的处置措施进行紧急处 置，并将情况向段派班室及车队汇报。 2.1 发生初始火灾的应急程序。,救护组的组员由哪些人员构成？,随车乘服人员,role,easy,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
4b99861d-0a60-41ce-8b84-2e221384b24a,Emergency_Plan.pdf,25,p25_c0,2.5 故障时间超过 20 分钟后，按照《高铁组空调装置故 障的应急处置预案》处置。 （九）高铁组运行中车门发生故障的应急处置预案 1.处置的基本原则。 高铁组运行中发生车门故障，应立即向列车运行所在局 客调（电话见附表）及本段派班室、车队汇报，接受指示和 处理建议。 2.分工负责。 列车工作人员按以下分工，负责掌握列车到站后的车门 启闭状况，发现车门故障时，及时沟通信息。具体分工为， 列车长：8 号；列车员：3 号、7 号、12 号、15 号；乘警：1 号；餐服员：2 号、5 号、9 号、12 号、16 号；乘服员：4 号、6 号、11 号、14 号；机械师：10 号。 3.应急处置程序。 3.1 列车到站，司机操作门释放和开门按钮后，各车门 列车员确认车门是否“释放”打开，如未“释放”，及时使 用对讲机通知列车长，列车长通知机械师到场监控各车厢列 车员使用手动开、关车门。,高铁组空调装置故障时间超过多少分钟后，需要按照专门的应急处置预案处置？,超过20分钟。,constraint,easy,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
8ab8986f-8b93-4f0b-ac8b-25fc9548220d,Emergency_Plan.pdf,25,p25_c0,2.5 故障时间超过 20 分钟后，按照《高铁组空调装置故 障的应急处置预案》处置。 （九）高铁组运行中车门发生故障的应急处置预案 1.处置的基本原则。 高铁组运行中发生车门故障，应立即向列车运行所在局 客调（电话见附表）及本段派班室、车队汇报，接受指示和 处理建议。 2.分工负责。 列车工作人员按以下分工，负责掌握列车到站后的车门 启闭状况，发现车门故障时，及时沟通信息。具体分工为， 列车长：8 号；列车员：3 号、7 号、12 号、15 号；乘警：1 号；餐服员：2 号、5 号、9 号、12 号、16 号；乘服员：4 号、6 号、11 号、14 号；机械师：10 号。 3.应急处置程序。 3.1 列车到站，司机操作门释放和开门按钮后，各车门 列车员确认车门是否“释放”打开，如未“释放”，及时使 用对讲机通知列车长，列车长通知机械师到场监控各车厢列 车员使用手动开、关车门。,高铁组运行中发生车门故障时，应立即向哪些单位汇报？,应立即向列车运行所在局客调及本段派班室、车队汇报。,procedure,medium,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
3dadd29e-e64a-4218-acb0-99d530b67465,Emergency_Plan.pdf,25,p25_c0,2.5 故障时间超过 20 分钟后，按照《高铁组空调装置故 障的应急处置预案》处置。 （九）高铁组运行中车门发生故障的应急处置预案 1.处置的基本原则。 高铁组运行中发生车门故障，应立即向列车运行所在局 客调（电话见附表）及本段派班室、车队汇报，接受指示和 处理建议。 2.分工负责。 列车工作人员按以下分工，负责掌握列车到站后的车门 启闭状况，发现车门故障时，及时沟通信息。具体分工为， 列车长：8 号；列车员：3 号、7 号、12 号、15 号；乘警：1 号；餐服员：2 号、5 号、9 号、12 号、16 号；乘服员：4 号、6 号、11 号、14 号；机械师：10 号。 3.应急处置程序。 3.1 列车到站，司机操作门释放和开门按钮后，各车门 列车员确认车门是否“释放”打开，如未“释放”，及时使 用对讲机通知列车长，列车长通知机械师到场监控各车厢列 车员使用手动开、关车门。,车门故障应急处置中，负责掌握8号车门状况的角色是谁？,列车长。,role,easy,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
7c3b4471-6cd0-4234-83c9-f637a250dc9a,Emergency_Plan.pdf,25,p25_c0,2.5 故障时间超过 20 分钟后，按照《高铁组空调装置故 障的应急处置预案》处置。 （九）高铁组运行中车门发生故障的应急处置预案 1.处置的基本原则。 高铁组运行中发生车门故障，应立即向列车运行所在局 客调（电话见附表）及本段派班室、车队汇报，接受指示和 处理建议。 2.分工负责。 列车工作人员按以下分工，负责掌握列车到站后的车门 启闭状况，发现车门故障时，及时沟通信息。具体分工为， 列车长：8 号；列车员：3 号、7 号、12 号、15 号；乘警：1 号；餐服员：2 号、5 号、9 号、12 号、16 号；乘服员：4 号、6 号、11 号、14 号；机械师：10 号。 3.应急处置程序。 3.1 列车到站，司机操作门释放和开门按钮后，各车门 列车员确认车门是否“释放”打开，如未“释放”，及时使 用对讲机通知列车长，列车长通知机械师到场监控各车厢列 车员使用手动开、关车门。,根据分工，列车员负责监控哪些编号的车门？,3号、7号、12号、15号。,role,medium,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
f9a23cdc-b9dc-4515-9211-bac3aeddb38d,Emergency_Plan.pdf,25,p25_c0,2.5 故障时间超过 20 分钟后，按照《高铁组空调装置故 障的应急处置预案》处置。 （九）高铁组运行中车门发生故障的应急处置预案 1.处置的基本原则。 高铁组运行中发生车门故障，应立即向列车运行所在局 客调（电话见附表）及本段派班室、车队汇报，接受指示和 处理建议。 2.分工负责。 列车工作人员按以下分工，负责掌握列车到站后的车门 启闭状况，发现车门故障时，及时沟通信息。具体分工为， 列车长：8 号；列车员：3 号、7 号、12 号、15 号；乘警：1 号；餐服员：2 号、5 号、9 号、12 号、16 号；乘服员：4 号、6 号、11 号、14 号；机械师：10 号。 3.应急处置程序。 3.1 列车到站，司机操作门释放和开门按钮后，各车门 列车员确认车门是否“释放”打开，如未“释放”，及时使 用对讲机通知列车长，列车长通知机械师到场监控各车厢列 车员使用手动开、关车门。,乘警在车门故障应急处置分工中负责哪个编号的车门？,1号。,role,easy,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
0850bacf-1bcf-4a30-ae45-f0cea20630d9,Emergency_Plan.pdf,25,p25_c0,2.5 故障时间超过 20 分钟后，按照《高铁组空调装置故 障的应急处置预案》处置。 （九）高铁组运行中车门发生故障的应急处置预案 1.处置的基本原则。 高铁组运行中发生车门故障，应立即向列车运行所在局 客调（电话见附表）及本段派班室、车队汇报，接受指示和 处理建议。 2.分工负责。 列车工作人员按以下分工，负责掌握列车到站后的车门 启闭状况，发现车门故障时，及时沟通信息。具体分工为， 列车长：8 号；列车员：3 号、7 号、12 号、15 号；乘警：1 号；餐服员：2 号、5 号、9 号、12 号、16 号；乘服员：4 号、6 号、11 号、14 号；机械师：10 号。 3.应急处置程序。 3.1 列车到站，司机操作门释放和开门按钮后，各车门 列车员确认车门是否“释放”打开，如未“释放”，及时使 用对讲机通知列车长，列车长通知机械师到场监控各车厢列 车员使用手动开、关车门。,餐服员在车门故障应急处置中负责哪些编号的车门？,2号、5号、9号、12号、16号。,role,medium,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
1bdbab1f-b99f-48ef-bac0-dc6f652d2e59,Emergency_Plan.pdf,25,p25_c0,2.5 故障时间超过 20 分钟后，按照《高铁组空调装置故 障的应急处置预案》处置。 （九）高铁组运行中车门发生故障的应急处置预案 1.处置的基本原则。 高铁组运行中发生车门故障，应立即向列车运行所在局 客调（电话见附表）及本段派班室、车队汇报，接受指示和 处理建议。 2.分工负责。 列车工作人员按以下分工，负责掌握列车到站后的车门 启闭状况，发现车门故障时，及时沟通信息。具体分工为， 列车长：8 号；列车员：3 号、7 号、12 号、15 号；乘警：1 号；餐服员：2 号、5 号、9 号、12 号、16 号；乘服员：4 号、6 号、11 号、14 号；机械师：10 号。 3.应急处置程序。 3.1 列车到站，司机操作门释放和开门按钮后，各车门 列车员确认车门是否“释放”打开，如未“释放”，及时使 用对讲机通知列车长，列车长通知机械师到场监控各车厢列 车员使用手动开、关车门。,乘服员在车门故障应急处置分工中负责哪些编号的车门？,4号、6号、11号、14号。,role,medium,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
43bc192f-ffad-4126-a92c-4f4c0cea85d0,Emergency_Plan.pdf,25,p25_c0,2.5 故障时间超过 20 分钟后，按照《高铁组空调装置故 障的应急处置预案》处置。 （九）高铁组运行中车门发生故障的应急处置预案 1.处置的基本原则。 高铁组运行中发生车门故障，应立即向列车运行所在局 客调（电话见附表）及本段派班室、车队汇报，接受指示和 处理建议。 2.分工负责。 列车工作人员按以下分工，负责掌握列车到站后的车门 启闭状况，发现车门故障时，及时沟通信息。具体分工为， 列车长：8 号；列车员：3 号、7 号、12 号、15 号；乘警：1 号；餐服员：2 号、5 号、9 号、12 号、16 号；乘服员：4 号、6 号、11 号、14 号；机械师：10 号。 3.应急处置程序。 3.1 列车到站，司机操作门释放和开门按钮后，各车门 列车员确认车门是否“释放”打开，如未“释放”，及时使 用对讲机通知列车长，列车长通知机械师到场监控各车厢列 车员使用手动开、关车门。,机械师在车门故障应急处置分工中负责哪个编号的车门？,10号。,role,easy,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
f6b10e37-5884-4b9d-ae47-904bcbdc51de,Emergency_Plan.pdf,25,p25_c0,2.5 故障时间超过 20 分钟后，按照《高铁组空调装置故 障的应急处置预案》处置。 （九）高铁组运行中车门发生故障的应急处置预案 1.处置的基本原则。 高铁组运行中发生车门故障，应立即向列车运行所在局 客调（电话见附表）及本段派班室、车队汇报，接受指示和 处理建议。 2.分工负责。 列车工作人员按以下分工，负责掌握列车到站后的车门 启闭状况，发现车门故障时，及时沟通信息。具体分工为， 列车长：8 号；列车员：3 号、7 号、12 号、15 号；乘警：1 号；餐服员：2 号、5 号、9 号、12 号、16 号；乘服员：4 号、6 号、11 号、14 号；机械师：10 号。 3.应急处置程序。 3.1 列车到站，司机操作门释放和开门按钮后，各车门 列车员确认车门是否“释放”打开，如未“释放”，及时使 用对讲机通知列车长，列车长通知机械师到场监控各车厢列 车员使用手动开、关车门。,列车到站后，司机操作了门释放和开门按钮，列车员首先需要确认什么？,确认车门是否“释放”打开。,procedure,easy,deepseek-chat,"{""prompt_version"": ""v1_xml_items"", ""temperature"": 0.5, ""max_tokens"": 1600, ""attempt"": 0, ""created"": 1766067850}"
